agent_id,agent_name,behavior_bias,provisioned_at,governance_status,human_owner
AID-00277,Code Generation-547,code_generation,2026-02-26 00:00:00,Active,owner-16@acmecorp.com
AID-00278,Market Research-943,market_research,2026-02-06 00:00:00,Active,owner-17@acmecorp.com
AID-00279,Market Research-485,market_research,2026-02-18 00:00:00,Active,owner-18@acmecorp.com
AID-00280,Financial Analysis-683,financial_analysis,2026-02-18 00:00:00,Active,owner-19@acmecorp.com
AID-00281,Hr Onboarding-979,hr_onboarding,2026-02-02 00:00:00,Active,owner-0@acmecorp.com
AID-00282,Trading Strategy-568,trading_strategy,2026-02-19 00:00:00,Active,owner-1@acmecorp.com
AID-00283,Data Pipeline-801,data_pipeline,2026-02-12 00:00:00,Active,owner-2@acmecorp.com
AID-00284,Financial Analysis-413,financial_analysis,2026-03-01 00:00:00,Active,owner-3@acmecorp.com
AID-00285,Customer Support-574,customer_support,2026-03-12 00:00:00,Active,owner-4@acmecorp.com
AID-00286,Compliance Audit-163,compliance_audit,2026-03-02 00:00:00,Active,owner-5@acmecorp.com
AID-00287,Market Research-956,market_research,2026-03-17 00:00:00,Active,owner-6@acmecorp.com
AID-00288,Compliance Audit-495,compliance_audit,2026-02-10 00:00:00,Active,owner-7@acmecorp.com
AID-00289,Code Generation-863,code_generation,2026-02-03 00:00:00,Active,owner-8@acmecorp.com
AID-00290,Code Generation-589,code_generation,2026-02-09 00:00:00,Active,owner-9@acmecorp.com
AID-00291,Customer Support-200,customer_support,2026-02-26 00:00:00,Active,owner-10@acmecorp.com
AID-00292,Data Pipeline-910,data_pipeline,2026-03-12 00:00:00,Active,owner-11@acmecorp.com
AID-00293,Market Research-913,market_research,2026-02-09 00:00:00,Active,owner-12@acmecorp.com
AID-00294,Customer Support-962,customer_support,2026-02-04 00:00:00,Active,owner-13@acmecorp.com
AID-00295,Data Pipeline-699,data_pipeline,2026-02-27 00:00:00,Active,owner-14@acmecorp.com
AID-00296,Data Pipeline-305,data_pipeline,2026-03-05 00:00:00,Active,owner-15@acmecorp.com
AID-00297,Code Generation-257,code_generation,2026-03-11 00:00:00,Active,owner-16@acmecorp.com
AID-00298,Data Pipeline-944,data_pipeline,2026-02-23 00:00:00,Active,owner-17@acmecorp.com
AID-00299,Code Generation-991,code_generation,2026-03-10 00:00:00,Active,owner-18@acmecorp.com
AID-00300,Trading Strategy-205,trading_strategy,2026-02-25 00:00:00,Active,owner-19@acmecorp.com
AID-00301,Financial Analysis-133,financial_analysis,2026-03-03 00:00:00,Active,owner-0@acmecorp.com
AID-00302,Data Pipeline-646,data_pipeline,2026-03-08 00:00:00,Active,owner-1@acmecorp.com
AID-00303,Trading Strategy-707,trading_strategy,2026-02-17 00:00:00,Active,owner-2@acmecorp.com
AID-00304,Compliance Audit-452,compliance_audit,2026-03-17 00:00:00,Active,owner-3@acmecorp.com
AID-00305,Customer Support-924,customer_support,2026-03-09 00:00:00,Active,owner-4@acmecorp.com
AID-00306,Financial Analysis-608,financial_analysis,2026-03-05 00:00:00,Active,owner-5@acmecorp.com
AID-00307,Customer Support-639,customer_support,2026-02-20 00:00:00,Active,owner-6@acmecorp.com
AID-00308,Trading Strategy-911,trading_strategy,2026-02-25 00:00:00,Active,owner-7@acmecorp.com
AID-00309,Trading Strategy-445,trading_strategy,2026-02-02 00:00:00,Active,owner-8@acmecorp.com
AID-00310,Financial Analysis-865,financial_analysis,2026-02-22 00:00:00,Active,owner-9@acmecorp.com
AID-00311,Customer Support-689,customer_support,2026-03-13 00:00:00,Active,owner-10@acmecorp.com
AID-00312,Data Pipeline-288,data_pipeline,2026-02-15 00:00:00,Active,owner-11@acmecorp.com
AID-00313,Trading Strategy-549,trading_strategy,2026-02-27 00:00:00,Active,owner-12@acmecorp.com
AID-00314,Customer Support-873,customer_support,2026-03-05 00:00:00,Active,owner-13@acmecorp.com
AID-00315,Market Research-984,market_research,2026-03-14 00:00:00,Active,owner-14@acmecorp.com
AID-00316,Financial Analysis-518,financial_analysis,2026-03-11 00:00:00,Active,owner-15@acmecorp.com
AID-00317,Customer Support-663,customer_support,2026-03-13 00:00:00,Active,owner-16@acmecorp.com
AID-00318,Code Generation-707,code_generation,2026-03-04 00:00:00,Active,owner-17@acmecorp.com
AID-00319,Data Pipeline-998,data_pipeline,2026-03-13 00:00:00,Active,owner-18@acmecorp.com
AID-00320,Trading Strategy-179,trading_strategy,2026-02-21 00:00:00,Active,owner-19@acmecorp.com
AID-00321,Market Research-413,market_research,2026-03-11 00:00:00,Active,owner-0@acmecorp.com
AID-00322,Customer Support-448,customer_support,2026-02-23 00:00:00,Active,owner-1@acmecorp.com
AID-00323,Market Research-843,market_research,2026-02-01 00:00:00,Active,owner-2@acmecorp.com
AID-00324,Code Generation-692,code_generation,2026-03-14 00:00:00,Active,owner-3@acmecorp.com
AID-00325,Trading Strategy-292,trading_strategy,2026-02-18 00:00:00,Active,owner-4@acmecorp.com
AID-00326,Customer Support-851,customer_support,2026-03-02 00:00:00,Active,owner-5@acmecorp.com
AID-00327,Data Pipeline-633,data_pipeline,2026-02-07 00:00:00,Active,owner-6@acmecorp.com
AID-00328,Compliance Audit-893,compliance_audit,2026-02-25 00:00:00,Active,owner-7@acmecorp.com
AID-00329,Data Pipeline-477,data_pipeline,2026-03-18 00:00:00,Active,owner-8@acmecorp.com
AID-00330,Compliance Audit-205,compliance_audit,2026-02-22 00:00:00,Active,owner-9@acmecorp.com
AID-00331,Compliance Audit-213,compliance_audit,2026-02-06 00:00:00,Active,owner-10@acmecorp.com
AID-00332,Customer Support-458,customer_support,2026-03-02 00:00:00,Active,owner-11@acmecorp.com
AID-00333,Trading Strategy-376,trading_strategy,2026-02-18 00:00:00,Active,owner-12@acmecorp.com
AID-00334,Compliance Audit-626,compliance_audit,2026-02-08 00:00:00,Active,owner-13@acmecorp.com
AID-00335,Trading Strategy-566,trading_strategy,2026-02-25 00:00:00,Active,owner-14@acmecorp.com
AID-00336,Hr Onboarding-155,hr_onboarding,2026-02-12 00:00:00,Active,owner-15@acmecorp.com
AID-00337,Market Research-573,market_research,2026-02-09 00:00:00,Active,owner-16@acmecorp.com
AID-00338,Compliance Audit-435,compliance_audit,2026-03-01 00:00:00,Active,owner-17@acmecorp.com
AID-00339,Customer Support-164,customer_support,2026-02-09 00:00:00,Active,owner-18@acmecorp.com
AID-00340,Customer Support-928,customer_support,2026-02-07 00:00:00,Active,owner-19@acmecorp.com
AID-00341,Market Research-856,market_research,2026-02-08 00:00:00,Active,owner-0@acmecorp.com
AID-00342,Code Generation-235,code_generation,2026-03-09 00:00:00,Active,owner-1@acmecorp.com
AID-00343,Market Research-168,market_research,2026-02-24 00:00:00,Active,owner-2@acmecorp.com
AID-00344,Hr Onboarding-146,hr_onboarding,2026-03-18 00:00:00,Active,owner-3@acmecorp.com
AID-00345,Trading Strategy-941,trading_strategy,2026-02-25 00:00:00,Active,owner-4@acmecorp.com
AID-00346,Hr Onboarding-754,hr_onboarding,2026-02-10 00:00:00,Active,owner-5@acmecorp.com
AID-00347,Market Research-778,market_research,2026-02-22 00:00:00,Active,owner-6@acmecorp.com
AID-00348,Hr Onboarding-827,hr_onboarding,2026-02-14 00:00:00,Active,owner-7@acmecorp.com
AID-00349,Customer Support-868,customer_support,2026-02-28 00:00:00,Active,owner-8@acmecorp.com
AID-00350,Trading Strategy-522,trading_strategy,2026-02-19 00:00:00,Active,owner-9@acmecorp.com
AID-00351,Financial Analysis-826,financial_analysis,2026-03-03 00:00:00,Active,owner-10@acmecorp.com
AID-00352,Market Research-994,market_research,2026-03-12 00:00:00,Active,owner-11@acmecorp.com
AID-00353,Code Generation-110,code_generation,2026-03-09 00:00:00,Active,owner-12@acmecorp.com
AID-00354,Trading Strategy-394,trading_strategy,2026-02-15 00:00:00,Active,owner-13@acmecorp.com
AID-00355,Customer Support-897,customer_support,2026-02-08 00:00:00,Active,owner-14@acmecorp.com
AID-00356,Market Research-891,market_research,2026-02-08 00:00:00,Active,owner-15@acmecorp.com
AID-00357,Data Pipeline-883,data_pipeline,2026-03-04 00:00:00,Active,owner-16@acmecorp.com
AID-00358,Code Generation-907,code_generation,2026-03-05 00:00:00,Active,owner-17@acmecorp.com
AID-00359,Compliance Audit-615,compliance_audit,2026-03-18 00:00:00,Active,owner-18@acmecorp.com
AID-00360,Trading Strategy-108,trading_strategy,2026-02-19 00:00:00,Active,owner-19@acmecorp.com
AID-00361,Customer Support-329,customer_support,2026-02-02 00:00:00,Active,owner-0@acmecorp.com
AID-00362,Compliance Audit-850,compliance_audit,2026-02-07 00:00:00,Active,owner-1@acmecorp.com
AID-00363,Market Research-727,market_research,2026-02-20 00:00:00,Active,owner-2@acmecorp.com
AID-00364,Data Pipeline-930,data_pipeline,2026-03-08 00:00:00,Active,owner-3@acmecorp.com
AID-00365,Customer Support-661,customer_support,2026-02-01 00:00:00,Active,owner-4@acmecorp.com
AID-00366,Market Research-467,market_research,2026-02-24 00:00:00,Active,owner-5@acmecorp.com
AID-00367,Financial Analysis-701,financial_analysis,2026-02-02 00:00:00,Active,owner-6@acmecorp.com
AID-00368,Market Research-138,market_research,2026-03-14 00:00:00,Active,owner-7@acmecorp.com
AID-00369,Code Generation-452,code_generation,2026-02-14 00:00:00,Active,owner-8@acmecorp.com
AID-00370,Trading Strategy-127,trading_strategy,2026-02-28 00:00:00,Active,owner-9@acmecorp.com
AID-00371,Hr Onboarding-459,hr_onboarding,2026-02-17 00:00:00,Active,owner-10@acmecorp.com
AID-00372,Compliance Audit-150,compliance_audit,2026-02-01 00:00:00,Active,owner-11@acmecorp.com
AID-00373,Customer Support-739,customer_support,2026-03-13 00:00:00,Active,owner-12@acmecorp.com
AID-00374,Hr Onboarding-463,hr_onboarding,2026-03-11 00:00:00,Active,owner-13@acmecorp.com
AID-00375,Market Research-627,market_research,2026-02-15 00:00:00,Active,owner-14@acmecorp.com
AID-00376,Market Research-867,market_research,2026-02-02 00:00:00,Active,owner-15@acmecorp.com
AID-00377,Market Research-649,market_research,2026-03-13 00:00:00,Active,owner-16@acmecorp.com
AID-00378,Data Pipeline-257,data_pipeline,2026-02-12 00:00:00,Active,owner-17@acmecorp.com
AID-00379,Trading Strategy-935,trading_strategy,2026-02-21 00:00:00,Active,owner-18@acmecorp.com
AID-00380,Market Research-474,market_research,2026-02-04 00:00:00,Active,owner-19@acmecorp.com
AID-00381,Hr Onboarding-256,hr_onboarding,2026-03-05 00:00:00,Active,owner-0@acmecorp.com
AID-00382,Customer Support-736,customer_support,2026-02-09 00:00:00,Active,owner-1@acmecorp.com
AID-00383,Financial Analysis-628,financial_analysis,2026-03-11 00:00:00,Active,owner-2@acmecorp.com
AID-00384,Code Generation-582,code_generation,2026-03-05 00:00:00,Active,owner-3@acmecorp.com
AID-00385,Compliance Audit-584,compliance_audit,2026-02-19 00:00:00,Active,owner-4@acmecorp.com
AID-00386,Hr Onboarding-272,hr_onboarding,2026-02-19 00:00:00,Active,owner-5@acmecorp.com
AID-00387,Data Pipeline-327,data_pipeline,2026-02-17 00:00:00,Active,owner-6@acmecorp.com
AID-00388,Compliance Audit-604,compliance_audit,2026-02-18 00:00:00,Active,owner-7@acmecorp.com
AID-00389,Compliance Audit-629,compliance_audit,2026-03-05 00:00:00,Active,owner-8@acmecorp.com
AID-00390,Compliance Audit-891,compliance_audit,2026-03-11 00:00:00,Active,owner-9@acmecorp.com
AID-00391,Customer Support-812,customer_support,2026-03-13 00:00:00,Active,owner-10@acmecorp.com
AID-00392,Market Research-112,market_research,2026-02-27 00:00:00,Active,owner-11@acmecorp.com
AID-00393,Financial Analysis-133,financial_analysis,2026-02-17 00:00:00,Active,owner-12@acmecorp.com
AID-00394,Hr Onboarding-768,hr_onboarding,2026-02-12 00:00:00,Active,owner-13@acmecorp.com
AID-00395,Market Research-720,market_research,2026-02-15 00:00:00,Active,owner-14@acmecorp.com
AID-00396,Compliance Audit-706,compliance_audit,2026-03-06 00:00:00,Active,owner-15@acmecorp.com
AID-00397,Data Pipeline-367,data_pipeline,2026-02-04 00:00:00,Active,owner-16@acmecorp.com
AID-00398,Trading Strategy-351,trading_strategy,2026-02-15 00:00:00,Active,owner-17@acmecorp.com
AID-00399,Financial Analysis-570,financial_analysis,2026-02-20 00:00:00,Active,owner-18@acmecorp.com
AID-00400,Hr Onboarding-341,hr_onboarding,2026-03-18 00:00:00,Active,owner-19@acmecorp.com
AID-00401,Financial Analysis-331,financial_analysis,2026-02-18 00:00:00,Active,owner-0@acmecorp.com
AID-00402,Code Generation-416,code_generation,2026-02-26 00:00:00,Active,owner-1@acmecorp.com
AID-00403,Compliance Audit-638,compliance_audit,2026-02-01 00:00:00,Active,owner-2@acmecorp.com
AID-00404,Trading Strategy-211,trading_strategy,2026-02-06 00:00:00,Active,owner-3@acmecorp.com
AID-00405,Trading Strategy-346,trading_strategy,2026-03-08 00:00:00,Active,owner-4@acmecorp.com
AID-00406,Market Research-957,market_research,2026-02-20 00:00:00,Active,owner-5@acmecorp.com
AID-00407,Trading Strategy-213,trading_strategy,2026-02-28 00:00:00,Active,owner-6@acmecorp.com
AID-00408,Compliance Audit-421,compliance_audit,2026-02-20 00:00:00,Active,owner-7@acmecorp.com
AID-00409,Customer Support-837,customer_support,2026-02-11 00:00:00,Active,owner-8@acmecorp.com
AID-00410,Hr Onboarding-192,hr_onboarding,2026-03-03 00:00:00,Active,owner-9@acmecorp.com
AID-00411,Compliance Audit-981,compliance_audit,2026-03-05 00:00:00,Active,owner-10@acmecorp.com
AID-00412,Code Generation-358,code_generation,2026-03-01 00:00:00,Active,owner-11@acmecorp.com
AID-00413,Customer Support-593,customer_support,2026-02-08 00:00:00,Active,owner-12@acmecorp.com
AID-00414,Market Research-222,market_research,2026-02-05 00:00:00,Active,owner-13@acmecorp.com
AID-00415,Trading Strategy-643,trading_strategy,2026-02-28 00:00:00,Active,owner-14@acmecorp.com
AID-00416,Trading Strategy-627,trading_strategy,2026-03-17 00:00:00,Active,owner-15@acmecorp.com
AID-00417,Market Research-880,market_research,2026-03-05 00:00:00,Active,owner-16@acmecorp.com
AID-00418,Financial Analysis-624,financial_analysis,2026-02-14 00:00:00,Active,owner-17@acmecorp.com
AID-00419,Compliance Audit-249,compliance_audit,2026-03-16 00:00:00,Active,owner-18@acmecorp.com
AID-00420,Code Generation-984,code_generation,2026-02-23 00:00:00,Active,owner-19@acmecorp.com
AID-00421,Data Pipeline-685,data_pipeline,2026-02-17 00:00:00,Active,owner-0@acmecorp.com
AID-00422,Data Pipeline-201,data_pipeline,2026-02-19 00:00:00,Active,owner-1@acmecorp.com
AID-00423,Compliance Audit-817,compliance_audit,2026-02-05 00:00:00,Active,owner-2@acmecorp.com
AID-00424,Trading Strategy-947,trading_strategy,2026-02-23 00:00:00,Active,owner-3@acmecorp.com
AID-00425,Market Research-260,market_research,2026-02-27 00:00:00,Active,owner-4@acmecorp.com
AID-00426,Compliance Audit-219,compliance_audit,2026-03-05 00:00:00,Active,owner-5@acmecorp.com
AID-00427,Trading Strategy-579,trading_strategy,2026-03-18 00:00:00,Active,owner-6@acmecorp.com
AID-00428,Trading Strategy-273,trading_strategy,2026-02-16 00:00:00,Active,owner-7@acmecorp.com
AID-00429,Customer Support-378,customer_support,2026-03-18 00:00:00,Active,owner-8@acmecorp.com
AID-00430,Trading Strategy-748,trading_strategy,2026-02-23 00:00:00,Active,owner-9@acmecorp.com
AID-00431,Data Pipeline-663,data_pipeline,2026-02-20 00:00:00,Active,owner-10@acmecorp.com
AID-00432,Customer Support-539,customer_support,2026-03-11 00:00:00,Active,owner-11@acmecorp.com
AID-00433,Financial Analysis-984,financial_analysis,2026-02-13 00:00:00,Active,owner-12@acmecorp.com
AID-00434,Data Pipeline-264,data_pipeline,2026-03-02 00:00:00,Active,owner-13@acmecorp.com
AID-00435,Data Pipeline-111,data_pipeline,2026-03-01 00:00:00,Active,owner-14@acmecorp.com
AID-00436,Hr Onboarding-699,hr_onboarding,2026-02-09 00:00:00,Active,owner-15@acmecorp.com
AID-00437,Data Pipeline-306,data_pipeline,2026-02-28 00:00:00,Active,owner-16@acmecorp.com
AID-00438,Trading Strategy-952,trading_strategy,2026-02-21 00:00:00,Active,owner-17@acmecorp.com
AID-00439,Hr Onboarding-712,hr_onboarding,2026-02-17 00:00:00,Active,owner-18@acmecorp.com
AID-00440,Financial Analysis-341,financial_analysis,2026-03-01 00:00:00,Active,owner-19@acmecorp.com
AID-00441,Financial Analysis-233,financial_analysis,2026-02-22 00:00:00,Active,owner-0@acmecorp.com
AID-00442,Code Generation-887,code_generation,2026-03-14 00:00:00,Active,owner-1@acmecorp.com
AID-00443,Financial Analysis-813,financial_analysis,2026-02-16 00:00:00,Active,owner-2@acmecorp.com
AID-00444,Financial Analysis-662,financial_analysis,2026-03-11 00:00:00,Active,owner-3@acmecorp.com
AID-00445,Compliance Audit-538,compliance_audit,2026-02-12 00:00:00,Active,owner-4@acmecorp.com
AID-00446,Compliance Audit-195,compliance_audit,2026-03-17 00:00:00,Active,owner-5@acmecorp.com
AID-00447,Hr Onboarding-542,hr_onboarding,2026-02-08 00:00:00,Active,owner-6@acmecorp.com
AID-00448,Data Pipeline-565,data_pipeline,2026-02-05 00:00:00,Active,owner-7@acmecorp.com
AID-00449,Compliance Audit-303,compliance_audit,2026-03-10 00:00:00,Active,owner-8@acmecorp.com
AID-00450,Hr Onboarding-645,hr_onboarding,2026-03-02 00:00:00,Active,owner-9@acmecorp.com
AID-00451,Compliance Audit-688,compliance_audit,2026-02-10 00:00:00,Active,owner-10@acmecorp.com
AID-00452,Compliance Audit-787,compliance_audit,2026-02-14 00:00:00,Active,owner-11@acmecorp.com
AID-00453,Compliance Audit-191,compliance_audit,2026-03-11 00:00:00,Active,owner-12@acmecorp.com
AID-00454,Compliance Audit-426,compliance_audit,2026-03-05 00:00:00,Active,owner-13@acmecorp.com
AID-00455,Hr Onboarding-365,hr_onboarding,2026-02-24 00:00:00,Active,owner-14@acmecorp.com
AID-00456,Data Pipeline-646,data_pipeline,2026-03-06 00:00:00,Active,owner-15@acmecorp.com
AID-00457,Customer Support-641,customer_support,2026-03-06 00:00:00,Active,owner-16@acmecorp.com
AID-00458,Financial Analysis-462,financial_analysis,2026-02-22 00:00:00,Active,owner-17@acmecorp.com
AID-00459,Customer Support-674,customer_support,2026-02-12 00:00:00,Active,owner-18@acmecorp.com
AID-00460,Customer Support-359,customer_support,2026-02-01 00:00:00,Active,owner-19@acmecorp.com
AID-00461,Code Generation-821,code_generation,2026-02-01 00:00:00,Active,owner-0@acmecorp.com
AID-00462,Hr Onboarding-242,hr_onboarding,2026-03-07 00:00:00,Active,owner-1@acmecorp.com
AID-00463,Compliance Audit-154,compliance_audit,2026-02-09 00:00:00,Active,owner-2@acmecorp.com
AID-00464,Compliance Audit-243,compliance_audit,2026-02-08 00:00:00,Active,owner-3@acmecorp.com
AID-00465,Customer Support-566,customer_support,2026-03-02 00:00:00,Active,owner-4@acmecorp.com
AID-00466,Hr Onboarding-881,hr_onboarding,2026-02-04 00:00:00,Active,owner-5@acmecorp.com
AID-00467,Trading Strategy-420,trading_strategy,2026-02-07 00:00:00,Active,owner-6@acmecorp.com
AID-00468,Hr Onboarding-728,hr_onboarding,2026-03-08 00:00:00,Active,owner-7@acmecorp.com
AID-00469,Compliance Audit-875,compliance_audit,2026-02-20 00:00:00,Active,owner-8@acmecorp.com
AID-00470,Hr Onboarding-969,hr_onboarding,2026-03-13 00:00:00,Active,owner-9@acmecorp.com
AID-00471,Compliance Audit-350,compliance_audit,2026-03-01 00:00:00,Active,owner-10@acmecorp.com
AID-00472,Financial Analysis-601,financial_analysis,2026-03-06 00:00:00,Active,owner-11@acmecorp.com
AID-00473,Data Pipeline-672,data_pipeline,2026-02-08 00:00:00,Active,owner-12@acmecorp.com
AID-00474,Hr Onboarding-426,hr_onboarding,2026-02-13 00:00:00,Active,owner-13@acmecorp.com
AID-00475,Code Generation-139,code_generation,2026-03-05 00:00:00,Active,owner-14@acmecorp.com
AID-00476,Code Generation-872,code_generation,2026-02-18 00:00:00,Active,owner-15@acmecorp.com
AID-00477,Data Pipeline-561,data_pipeline,2026-02-03 00:00:00,Active,owner-16@acmecorp.com
AID-00478,Data Pipeline-754,data_pipeline,2026-02-19 00:00:00,Active,owner-17@acmecorp.com
AID-00479,Data Pipeline-696,data_pipeline,2026-02-04 00:00:00,Active,owner-18@acmecorp.com
AID-00480,Customer Support-127,customer_support,2026-02-25 00:00:00,Active,owner-19@acmecorp.com
AID-00481,Customer Support-266,customer_support,2026-03-17 00:00:00,Active,owner-0@acmecorp.com
AID-00482,Data Pipeline-139,data_pipeline,2026-02-09 00:00:00,Active,owner-1@acmecorp.com
AID-00483,Financial Analysis-774,financial_analysis,2026-03-15 00:00:00,Active,owner-2@acmecorp.com
AID-00484,Compliance Audit-197,compliance_audit,2026-02-09 00:00:00,Active,owner-3@acmecorp.com
AID-00485,Market Research-645,market_research,2026-02-14 00:00:00,Active,owner-4@acmecorp.com
AID-00486,Trading Strategy-184,trading_strategy,2026-02-01 00:00:00,Active,owner-5@acmecorp.com
AID-00487,Customer Support-567,customer_support,2026-02-03 00:00:00,Active,owner-6@acmecorp.com
AID-00488,Data Pipeline-332,data_pipeline,2026-02-08 00:00:00,Active,owner-7@acmecorp.com
AID-00489,Data Pipeline-440,data_pipeline,2026-03-14 00:00:00,Active,owner-8@acmecorp.com
AID-00490,Market Research-605,market_research,2026-02-02 00:00:00,Active,owner-9@acmecorp.com
AID-00491,Hr Onboarding-601,hr_onboarding,2026-03-13 00:00:00,Active,owner-10@acmecorp.com
AID-00492,Compliance Audit-921,compliance_audit,2026-03-16 00:00:00,Active,owner-11@acmecorp.com
AID-00493,Customer Support-491,customer_support,2026-02-04 00:00:00,Active,owner-12@acmecorp.com
AID-00494,Trading Strategy-845,trading_strategy,2026-02-21 00:00:00,Active,owner-13@acmecorp.com
AID-00495,Trading Strategy-280,trading_strategy,2026-02-22 00:00:00,Active,owner-14@acmecorp.com
AID-00496,Code Generation-267,code_generation,2026-03-13 00:00:00,Active,owner-15@acmecorp.com
AID-00497,Customer Support-935,customer_support,2026-03-03 00:00:00,Active,owner-16@acmecorp.com
AID-00498,Hr Onboarding-245,hr_onboarding,2026-02-04 00:00:00,Active,owner-17@acmecorp.com
AID-00499,Customer Support-458,customer_support,2026-02-05 00:00:00,Active,owner-18@acmecorp.com
AID-00500,Trading Strategy-528,trading_strategy,2026-02-12 00:00:00,Active,owner-19@acmecorp.com
